Pitcher,PitchType,RelSpeed,PlateLocSide,PlateLocHeight,HorzBreak,InducedVertBreak,adj_SpinAxis,SpinRate,RelSide,RelHeight,wFIP,ERA,SOr,BBr
Alexis Robinson,Fast Ball,60.25081384,-0.902685955,1.872756324,0.4972059,-1.746069753,172.5,705.1996377,1.497656273,1.539346585,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.60991051,-1.226596144,2.114631889,3.589485037,-3.752857276,150,989.6113642,2.066425922,1.817770664,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,62.16276895,0.309354492,3.116054548,-4.411965631,0.784643722,255,1428.422668,2.505147248,1.684528726,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.341826,0.486163557,2.634375315,1.756837119,-1.174439046,150,676.1836456,1.512166274,1.5672454,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.49131912,2.320842677,1.981955287,3.5900161,0.253060943,105,814.1822462,1.103966778,1.437118427,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.38897489,0.702705348,2.716144889,2.84289353,0.069942113,120,727.8363063,1.355618504,1.533395796,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,63.28496252,-0.580494419,2.115449716,-3.168620351,-0.072920074,232.5,1308.001019,2.312757704,1.283602012,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.96391775,-2.062516417,2.450689049,2.969103041,-3.902041016,150,642.5004409,1.206235478,1.704886338,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Fast Ball,61.09299318,-0.969444425,2.921922547,0.84451733,-1.680789752,172.5,864.4353468,1.889955831,1.505987698,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.30090019,-0.046252089,3.550560771,1.374670813,0.837398487,135,738.862854,1.870476378,1.464284529,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.30482339,-0.835546032,2.870503473,4.205215235,-1.959010408,135,765.9227228,1.648142578,1.171328855,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.74639071,0.065076169,2.844368162,3.788669317,-1.95096534,135,897.8923267,1.367186059,1.385796447,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.22025642,1.789233324,1.798780572,4.131111891,-1.417559538,120,842.2453487,0.867537477,1.530308324,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.86649506,-1.783720128,3.015281971,3.391676827,-3.046598806,150,727.0814,1.783042896,1.591593022,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,62.85900353,-0.478488761,3.417971062,-3.430339089,0.760603544,247.5,1435.400803,2.886677876,1.347005686,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.69892659,-1.646327823,2.645526198,1.136589134,-3.978088886,172.5,810.7625834,2.189805453,1.622070447,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.85160831,0.37594867,3.688303654,2.584908465,-2.486807552,150,887.1827138,2.283848785,1.619968887,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.36534986,-0.128406004,2.216843398,1.960682327,-1.815643064,150,827.8182216,1.645956189,1.623896689,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.4612348,1.212797745,3.378221845,1.7156451,0.177080065,135,852.3772793,2.14892452,1.296848838,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Fast Ball,60.94205301,-0.763742565,2.35200442,0.5402048,-4.586827884,172.5,751.8217773,2.262149829,1.562859539,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.21546877,1.055444045,1.872728504,4.41373336,-1.80370827,127.5,926.9978209,0.876713456,1.69543884,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.46103666,-0.946009918,2.386938657,3.344256433,-3.303107844,142.5,628.1739896,1.267940787,1.747606134,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.91396965,-1.099136834,2.282805732,1.963160254,-2.288839147,157.5,755.2526835,1.877437093,1.53838527,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.94129109,-1.050037634,1.527844085,4.322535855,-1.755434012,127.5,714.5510164,1.489108636,1.11578521,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.43181291,-1.115787566,2.197061281,1.370433797,-3.431931387,165,747.9643669,1.915767374,1.425722227,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.5335248,-0.315229601,2.318164774,3.690713005,-0.046122621,112.5,899.4416199,1.427793023,1.377705291,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.39390203,-0.026691129,2.856765305,1.945698356,-3.599601614,157.5,605.6999939,1.952265534,1.490732208,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.24072708,0.039642604,1.242505341,3.143525686,-0.690252082,127.5,650.3705911,1.583635401,1.272638209,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.24925233,0.962999554,3.028386681,3.664724293,-3.066687615,142.5,765.0460999,1.741573129,1.619488415,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,62.93700499,-0.920129984,3.097842435,-3.220685898,0.216646301,240,1379.412052,2.246710471,1.495390165,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.84598524,0.059032771,2.035370762,2.720692131,-1.016682812,135,736.9482387,0.83448316,1.786367243,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.40183676,-0.766008595,2.138085868,1.892977914,-1.20489299,150,753.3126124,1.483043558,1.651319747,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,60.09448292,-1.023738328,4.428313752,-4.550140684,0.651481289,247.5,1387.310166,2.501876738,1.487148289,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.24563924,0.442321817,2.471225201,3.310937463,-2.879133378,142.5,737.0933609,1.551525098,1.622568706,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.73053605,1.693598224,2.154785848,3.372392448,-0.568943453,120,905.42476,0.635191081,1.368797894,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,60.45960133,-1.69172355,3.294068455,-4.811619707,0.33479209,247.5,1338.743923,2.408627519,1.470952122,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.55843118,-0.198516676,2.965272459,1.164057235,0.675694742,135,661.1133292,1.349078397,1.590327007,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.89997674,0.112870171,3.332848129,2.981161448,-2.120082023,142.5,707.4262383,1.737180578,1.682667557,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.12251623,-0.067493747,1.510911284,4.543586653,-2.253265439,127.5,683.2812783,1.631572533,1.678952614,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.17852525,-0.55266921,3.151069152,2.394936945,-4.164466295,157.5,734.2702174,2.109196049,1.520946314,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.65069799,-0.890833992,2.458512969,2.469340339,-1.268651116,142.5,888.2266598,1.79850969,1.442598681,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.6398993,-1.51056491,2.698460713,3.804085495,-1.895614935,135,867.8716785,1.823615438,1.550737297,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Fast Ball,60.04939313,1.837458655,1.782667442,0.700201173,0.004476741,157.5,863.8811703,1.583651517,1.214553224,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,63.5727408,-0.396530319,3.573144175,-4.289416406,0.84781588,255,1425.353878,2.70775944,1.751346954,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Fast Ball,58.02687155,-2.262128706,3.02355064,-0.308144708,-3.473733691,187.5,719.4602452,1.768627493,1.548472292,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,59.98443828,-0.418966319,2.36180991,-5.26694009,0.612966199,255,1390.543009,2.098388515,1.270800111,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,58.79140383,1.039718181,2.113978716,4.055959314,0.775014284,97.5,838.5854838,0.646344615,1.321385905,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.43997585,-1.47777876,2.601823852,2.834715078,-1.17535049,142.5,901.036435,2.088023956,1.750330602,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.15970586,0.58234887,3.613438539,2.677120179,-0.686262765,135,782.8037368,2.008994893,1.363683176,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.47114483,-0.024162962,5.009896467,1.192411466,-0.415164942,165,720.9960967,1.558557144,1.816018099,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.01338576,-0.215056012,1.107422723,3.857470005,-2.978621914,142.5,689.464599,1.191417009,1.166662071,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.00910438,-1.845620366,3.071933296,1.238110202,-3.833701594,172.5,844.7517247,2.354858738,1.750943042,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,58.91082502,-0.040006568,2.62589699,1.175611599,1.827134653,82.5,801.8663322,1.339300593,1.396468042,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.31090182,-1.235451905,3.192768098,2.194106866,-2.771183443,157.5,846.7401482,2.336155244,1.649695578,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.63584699,0.285771379,3.003708671,2.041104377,-1.106588724,142.5,693.1191382,1.205225078,1.381921989,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.18473835,0.084763332,2.273711255,3.971757318,-0.125059153,112.5,862.2122763,0.953160976,1.51835161,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.13379532,-1.213305255,3.149607845,1.082397324,-1.962827412,172.5,830.5147184,2.345816888,1.424290191,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,63.22879084,-1.318975655,2.74715719,-4.123974356,-0.406528151,240,1416.768375,2.190959023,1.317834309,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.18885464,-0.45175626,4.142844754,3.148351971,-2.612308336,150,762.7970115,1.449088481,1.640273756,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.63798815,1.272403535,3.118431411,3.110627166,-1.779204804,135,693.5234756,1.734666337,1.623177225,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.82953232,0.258823216,2.686744019,1.765608107,-1.742460959,157.5,738.1050884,1.383089661,1.639052743,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Changeup,47.5854002,-0.597479768,2.772562229,-2.15083542,-4.033566901,195,698.6593999,0.852492836,1.518637997,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.10322066,-0.294009312,0.896105917,3.776468178,-1.094501993,127.5,705.1280602,1.874379069,1.627333889,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.04172008,0.266679723,2.824008972,3.122213282,-2.171861763,142.5,713.7589205,1.928975644,1.539550967,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.74890371,-0.184020715,3.912147578,1.916849178,0.518329748,135,806.1243268,1.558671425,1.370605634,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.15006434,-0.798453354,1.902027859,2.273888682,-3.410381366,157.5,718.2515293,1.980134894,1.705447066,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,59.29125302,-0.888696675,3.495947025,-4.836009642,0.737597381,247.5,1455.235745,2.378119323,1.401341204,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,58.50120585,-0.768082976,2.342451501,2.478067629,-1.242253261,142.5,654.7780722,1.914459485,1.19210583,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,62.59071458,-0.981368913,3.392997057,-3.171009528,-0.037854716,240,1283.340347,2.426889157,1.388477158,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.73251354,1.605466553,2.262716821,2.886050037,-1.330713709,135,789.1741867,1.185989192,1.629396024,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.48980462,-0.993150773,2.116106095,3.005057279,-3.311575748,150,879.7505308,2.148044757,1.60685306,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,63.83969636,0.783230837,2.493031899,-3.918435677,-0.871139288,240,1468.516016,1.915990177,1.755654192,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.72004938,1.361016084,1.290412898,3.654188164,-1.6237931,127.5,921.6545473,1.704783273,1.62002891,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.29706606,-0.111011983,2.072462513,3.117602555,-2.168991814,142.5,543.091463,1.601966204,1.394868144,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,58.6233545,-1.8738348440000001,3.498459122,-4.754251857,0.378145299,240,1308.834634,2.533215317,1.446338317,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.47462937,-1.182031557,2.577227684,2.497944396,-2.103914981,150,590.7602987,1.469996751,1.142707299,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.51954765,-0.013071983,2.705748669,1.752197865,-0.54744263,142.5,834.7985734,0.984750162,1.403513321,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Fast Ball,59.28835784,-0.211447932,3.564691099,0.005641618,-0.27153841,195,664.868707,2.314047023,1.184354125,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.02266305,-1.090309438,2.125249204,4.586026496,-3.886317716,142.5,826.0579792,1.570293421,1.102455408,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.54778611,-0.493779728,2.778618208,4.288697396,-2.077967491,135,911.8540173,1.651027686,1.348853332,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.37397707,1.048123078,2.006821446,2.02343066,-0.801951612,135,765.9460532,1.143254592,1.397772981,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Fast Ball,62.8843401,-0.22706072,1.020573098,-1.294914887,-1.454287747,195,1352.972652,2.178558995,1.239299525,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.86142264,1.629214313,3.670726031,2.300389609,-3.305151617,157.5,859.5646928,1.147736437,1.737090511,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.14630652,-0.413843117,2.116336357,2.497640665,-2.114614468,150,841.9342251,1.941629785,1.535897714,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.89110761,0.476164385,2.978559107,3.960169153,-2.644651592,135,905.7226475,1.645806201,1.727109687,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.08144082,-0.674104909,2.781864245,3.333707416,-0.912148478,135,841.4096095,1.330985826,1.215306566,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,61.60308218,-2.092533668,5.645471323,-3.422232966,-0.098871307,240,1238.146022,1.505654257,1.741079993,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,64.19994127,-0.08302843,1.422501111,-3.203663913,0.548537593,247.5,1391.812925,1.772022133,1.585341278,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.26491766,0.424426313,2.705417885,2.550093172,-2.684982085,150,674.0343692,1.766168702,1.380601939,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.56246251,1.356855863,3.017961759,3.300138024,-1.0088290070000001,127.5,874.4912241,1.745921582,1.497701832,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,58.57529385,-0.519103315,2.292611833,1.974383625,-3.958556484,165,953.4447005,1.915630109,1.886866416,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,63.14303019,-1.716341339,3.139829285,4.589109835,-2.626220234,135,987.6186081,1.770910677,1.747195484,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,61.33974804,-1.334825577,2.926759416,-4.47849723,1.162491529,255,1413.331463,1.994009348,1.240802619,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.77012573,0.871668387,2.558423397,2.383558634,-2.538278436,150,681.0145019,1.256790515,1.318648952,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,63.45771764,0.766962342,2.120547973,3.798583482,-1.461070652,127.5,853.4925423,1.589881056,1.549164988,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.17466571,0.222153207,3.434377157,3.15936125,-0.219430383,127.5,921.2761989,1.817420706,1.354668845,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.09428075,1.224239748,2.3958721609999998,3.575155715,-1.632697056,127.5,903.475454,1.224675055,1.763916457,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.87542219,0.669130782,3.418806043,1.256022339,0.542206065,142.5,761.5455466,1.918330458,1.428864752,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,62.88209594,-0.793958939,2.870602804,-3.671870088,0.260219811,240,1381.356103,2.459494689,1.282118638,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.4700721,-0.674720964,2.926121197,1.49850127,-2.435750984,165,885.2388306,2.301978181,1.392425534,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Changeup,47.15748085,0.685888095,1.142627114,-5.163110901,-3.515333203,225,1100.321844,1.097911056,1.477434363,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.18185976,1.13140749,1.761952826,2.610316104,-1.586952406,142.5,833.7093526,1.754480499,1.662626482,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,63.67403186,-0.086574277,3.639394429,2.650480673,-2.14627086,150,798.5753883,1.429580948,1.647698852,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,64.01992827,-0.5462658,3.070759592,-4.026090762,2.229759956,270,1510.648019,2.374548253,1.719680184,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.207596529999996,1.745254555,1.028036763,2.205675202,-0.852364842,135,490.1847726,1.021892702,1.405482823,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Fast Ball,62.24580961,0.138946502,2.976084722,0.351785415,-0.469957822,180,815.0094478,1.611106371,1.47892779,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.0838199,0.537836588,2.465778306,1.855995222,-0.7168741,142.5,621.0613464,1.39821412,1.630783082,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,62.25139022,0.703808645,1.73800847,-4.556840262,1.742888864,270,1419.520215,2.167714056,1.679438251,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Curve Ball,62.55886718,-0.432404226,3.366477189,-5.470485394,0.101663105,247.5,1591.646969,2.316799064,1.794095251,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.8195036,0.55481693,3.130438154,2.226560661,-2.44863224,150,774.959189,1.77213869,1.721393726,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,60.67298009,-1.437322363,3.133442498,2.469174932,-3.988305951,157.5,917.3859439,2.636727867,1.615519584,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.27005269,-1.7017465,2.573936164,1.65926311,-4.041062446,165,816.2675598,2.096036207,1.66942714,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.60688937,-0.679330704,2.007502472,1.108602362,-1.563613086,165,709.7883959,1.740143978,1.653150103,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,57.42339783,-0.404910149,2.116879696,2.73961554,-0.405323799,135,696.908575,1.608232113,1.109645639,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.34409034,0.32457046,2.451293762,3.095253527,-2.485940564,142.5,833.854463,1.338445035,1.529152262,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,61.28243021,0.58980309,3.128703366,1.694390596,-0.892630573,150,781.6580649,1.856369612,1.605487633,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,63.02512584,-0.147448529,2.980081002,3.574694946,-2.517736414,142.5,953.4431385,1.415049491,1.572839651,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Changeup,47.43393825,0.061569193,2.084394766,-1.411627443,-1.109190495,202.5,675.0699739,1.419876312,1.307820489,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,62.66690734,-1.133822547,2.505113896,4.320438187,-3.980859382,142.5,782.9796646,1.506454753,1.784220384,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Alexis Robinson,Screw Ball,59.8678264,-1.190971006,1.972516545,3.565377125,-2.346997457,142.5,825.2730948,1.921080783,1.786764533,2.9573638684338643,3.532110091743119,0.1388888888888889,0.05952380952380952
Ali Kilponen,Cutter,68.72734,-1.06517,2.597501,-4.77961,3.803378,285,1701.541,1.461891,1.949582,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,68.01226,0.983817,3.142539,-2.92168,4.154576,307.5,1732.915,0.859731,1.582518,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Changeup,54.62025,1.33193,2.045681,-5.47725,3.180767,285,912.3602,1.277098,2.085765,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,68.53779,-0.28037,3.705351,-4.13322,2.174966,277.5,1611.956,1.317909,1.915612,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,67.59293,0.32917,2.361716,-4.64019,4.872166,307.5,1751.557,1.18234,1.612764,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,67.81318,0.662252,3.319911,-3.89488,3.413191,292.5,1581.637,0.949996,1.627883,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,67.98832,1.462527,2.005205,-3.10927,2.781383,300,1620.837,1.214405,1.747991,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,69.79426,1.095038,1.438857,-3.42061,3.273757,307.5,1597.454,1.026778,1.801611,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,68.89632,-0.12947,1.660371,-4.94043,4.684534,300,1767.944,1.308692,1.983738,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,68.11292,-0.92144,1.375737,-4.1872,3.602143,292.5,1722.659,0.898922,1.683991,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,68.77496,0.457024,1.780058,-3.51335,1.92671,277.5,1568.444,1.367348,2.054731,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,68.26101,-0.50116,1.980727,-4.98237,3.981863,292.5,1648.982,1.14112,1.921562,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,68.7504,0.985463,3.350232,-3.92384,2.88081,292.5,1601.387,1.228177,2.022579,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,67.04171,0.28548,2.563183,-3.66412,2.840238,285,1613.848,1.448471,1.676326,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
Ali Kilponen,Cutter,68.40264,0.648325,2.908226,-4.51826,4.602588,300,1572.811,1.650897,1.989929,3.0332761734228875,2.3589041095890413,0.2047244094488189,0.09645669291338582
