Pitcher,PitchType,RelSpeed,PlateLocSide,PlateLocHeight,HorzBreak,InducedVertBreak,adj_SpinAxis,SpinRate,RelSide,RelHeight,wFIP,ERA,SOr,BBr
Abby Dunning,Cutter,68.07268098,1.295179595,2.192312171,-3.784736361,4.066350874,300,1426.788206,1.946984714,0.507302535,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,67.93180215,1.165811188,2.779605835,-2.694073212,2.981786601,292.5,1475.433369,1.981920969,0.412457763,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.8537561,0.733503067,3.294021243,-2.789112088,0.411920619,255,1300.033407,2.016698964,0.53713341,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.8754698,1.483644983,1.238849198,-4.399293049,2.394424195,285,1387.870452,1.760572552,0.770092419,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.51411239,0.787245785,1.900880165,-2.046494052,2.803320779,300,1472.354163,1.752427508,0.6401633,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.84448498,-0.685794375,1.610424328,-4.052141716,1.446520362,262.5,1634.311682,1.278974395,0.826194392,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,49.36274874,-0.555011302,2.516913645,-6.497613342,-2.997320061,232.5,834.959712,1.87323828,0.665972529,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.42331691,1.296139585,3.655907799,-3.534197894,1.433104698,270,1395.735164,1.86695051,0.580423086,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,50.79500195,-0.265013272,1.807687775,-6.645273337,-1.946121036,240,881.3942014,2.172686484,0.743959282,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,69.72871612,0.690015468,4.238837186,-3.818349712,0.676159852,262.5,1337.773423,2.149335662,0.667359489,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.08815345,0.525035864,2.304407177,-2.614473817,2.45025715,285,1316.017706,2.087113509,0.55543464,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.47931008,-1.644187645,2.204852906,-3.513760983,-1.455554544,225,1304.568831,1.820450504,0.656686661,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.71973623,1.082188831,3.418582855,-2.419450253,3.061500057,300,1382.454167,1.674509919,0.703876786,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.52453437,1.049590805,3.491843077,-4.143205003,1.463673427,270,1377.534511,2.566242254,0.686288399,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.19760476,1.311587048,2.859011713,-4.496654797,2.433114325,285,1322.34556,1.66915945,0.645160308,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.27208133,1.094679352,2.547181634,-2.108456657,1.409352711,270,1243.012898,1.704064043,0.374850107,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,48.6837912,-0.58078623,3.447169271,-6.486037204,-2.48055631,232.5,830.5281178,2.079030965,1.017001727,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.60542538,1.032860004,3.725134503,-2.871766578,2.114054528,285,1391.688249,1.756814958,0.688561355,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,49.2050108,-0.96423442,0.962588557,-6.312239671,-1.803683218,232.5,740.9147265,1.666962498,0.893668853,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,69.0163481,-0.683927072,2.48305607,-4.09773923,-0.745485888,240,1468.262878,2.049704567,0.742946664,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,67.94301257,1.14385751,1.595980051,-3.257556514,1.79943387,277.5,1323.167804,1.50975386,0.634659867,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.05696453,1.136943752,1.858394134,-1.919659232,1.891845365,285,1269.63846,1.790618251,0.537701057,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.5394626,-0.883637327,1.83617485,-4.096371146,-0.107054715,247.5,1356.110232,1.368470876,0.93037933,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,67.95994559,0.220176437,3.126179215,-3.148393282,2.091113018,277.5,1370.642097,1.948745205,0.527994818,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.17815807,1.317039294,2.636537144,-2.523394692,2.999317752,300,1392.625701,1.501491951,0.634293423,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,67.77018993,1.068618733,2.495930299,-2.692279497,2.634065938,292.5,1354.550817,2.161654455,0.583616908,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.54298637,0.233184156,3.79250605,-2.608741074,1.415550413,262.5,1412.436816,2.384915912,0.673773678,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,70.31904528,-0.749054834,1.475870113,-3.064416523,1.599391756,270,1390.283156,1.421030336,0.79892462,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,50.1394655,0.127974464,2.813094168,-6.595068887,-1.560884222,240,772.1493586,1.93270987,0.975398818,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,67.83040069,0.667300472,2.294942099,-3.386688431,3.026690959,292.5,1426.098497,1.849350029,0.618988726,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.51145829,0.546833641,3.937545989,-4.251540825,0.310662848,255,1290.205415,1.983041619,0.611450496,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Rise Ball,68.36671822,1.559698453,2.660108897,-1.986113305,4.641046899,322.5,1336.59726,1.886158921,0.720912018,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.82759563,-1.537325813,2.562365061,-3.277848417,0.263805036,240,1416.144788,1.588240587,0.777284528,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.04212923,-0.236610018,5.430298939,-3.843736119,-0.641022121,247.5,1312.774505,2.171537122,0.64864076,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Rise Ball,68.15094092,0.849968092,2.204418185,-1.76316806,5.898178219,337.5,1325.682739,1.931661232,0.639492871,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,69.05203375,-0.243678145,1.353584518,-3.616952238,0.63729877,255,1395.886658,1.586421096,0.881761018,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,70.37660424,0.60658934900000006,4.047076213,-2.877814676,0.024584666,247.5,1284.121431,1.880774552,0.575148869,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.66041485,-1.224222431,1.336162987,-2.444644922,3.324552554,300,1417.167989,1.39617396,0.91547571,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.2775954,-1.218809193,2.171808642,-4.339701549,-0.304245086,247.5,1502.820179,1.53184165,0.69950426,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,67.86167202,0.206914905,2.356228782,-3.603842762,2.845448144,285,1355.592353,1.947348968,0.665962238,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.16302605,0.829306257,2.149622462,-2.812186866,2.822644389,292.5,1277.349821,2.040757761,0.645776993,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,47.53548153,-2.057097214,3.314442474,-6.77957932,-3.29531866,225,898.0258206,1.790702938,0.871612446,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.34523735,1.132580251,3.379478409,-2.329808995,2.61025793,292.5,1412.894519,1.74845222,0.63253581,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.0204212,1.420306259,3.570805396,-3.363618085,2.608653051,285,1473.993752,1.854788255,0.622482554,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.70195634,-0.780536413,1.681397994,-3.807548244,1.810885078,270,1327.603842,1.473169065,0.939172848,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.29734636,-1.364195265,2.176151738,-3.652104217,-0.104781341,240,1469.637992,1.838175775,0.718655347,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.7149171,0.781315788,3.295500377,-3.272159072,1.375968735,270,1342.032454,1.723806115,0.47720066,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.37721512,0.694592109,3.565539193,-3.199856584,1.804439859,270,1577.535301,2.387847661,0.519555131,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,67.83291335,0.87876797,3.081630203,-4.027528881,3.335198069,292.5,1514.502482,2.085058882,0.592061024,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,67.58845303,0.309769507,3.73904315,-3.01048086,3.610064665,292.5,1385.016864,2.350332875,0.633121187,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.19173926,-1.298638046,1.971896749,-3.755408287,1.758734134,262.5,1424.833829,1.576461085,0.73352882,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.42164495,-1.398455992,1.438545661,-2.91966607,-0.563867382,232.5,1374.895924,1.257423515,0.952163407,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,47.69692965,-1.908652072,3.061619094,-6.752510317,-2.829146332,232.5,860.2573499,1.572618515,0.985574386,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,66.93783444,1.371224886,1.711761101,-1.498953259,3.371273788,322.5,1216.94295,1.62266962,0.527384503,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.65075125,-0.794913053,0.849299729,-3.787696522,0.648024842,255,1397.73999,1.562194133,0.808868457,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.36210522,0.584133203,3.042200358,-2.70926542,3.533673738,300,1448.188675,2.274891602,0.592744992,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.40338571,0.895137429,3.425318914,-3.194319128,2.081590467,277.5,1317.468567,2.172071658,0.692223215,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.58324255,-1.311673438,2.346455763,-3.917173468,0.575778664,247.5,1570.101905,1.779781657,1.308492503,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.10380825,0.730492103,3.118564229,-3.407094931,3.638741656,300,1344.29248,2.03196463,0.650717292,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,66.98354034,1.459529579,1.890231306,-3.331112158,4.034427582,307.5,1353.755689,1.532380467,0.658559304,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.76523067,0.980948362,2.438155638,-4.127430743,1.581789188,270,1328.081648,1.656281142,0.603578877,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.56542417,1.052562425,1.381700707,-4.653894075,0.981204622,270,1360.966988,1.608777211,0.619848214,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,49.82560213,-1.591945553,1.325559282,-7.298308183,0.387491722,255,801.6116638,1.329881167,0.792072624,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.86880126,0.748965654,3.531211181,-2.526438362,2.191953614,277.5,1421.663875,2.211265924,0.693967666,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,51.34359724,-0.380290707,3.124958015,-5.894275182,-4.087186526,225,995.3323206,1.809623064,0.955549276,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,69.22522305,0.246752111,4.578157313,-3.338095951,1.072186963,262.5,1326.013184,2.175682112,0.550812994,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.64196685,-1.318501851,1.96406806,-3.337319185,-0.280851161,240,1330.151733,1.51570632,0.724000709,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,68.72819742,-0.870172731,2.341892681,-3.846455622,-0.064524194000000007,247.5,1441.933964,1.753056599,0.6494055,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,70.26526982,0.214089629,5.285253919,-3.626778171,1.07123712,262.5,1322.413488,2.12357138,0.661861811,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.15135255,0.49887715,3.060712414,-2.465639257,3.471340269,300,1369.297308,1.706652457,0.517724833,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.60732474,1.19104508,2.52374552,-2.300742335,1.590082526,277.5,1314.10417,1.729194993,0.531104766,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,66.85939348,-0.653811767,1.462808258,-4.307637222,1.739923967,262.5,1490.537573,1.81424413,0.764327219,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,66.980272,-1.932348179,1.330724144,-3.633582225,3.314042335,292.5,1185.960751,1.211440992,0.841856093,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,69.66088724,0.270907225,2.49419242,-2.811171924,3.154282393,292.5,1371.826265,2.161894464,0.476101767,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,49.24189215,-1.256301641,4.050595907,-7.670733246,-2.403069674,240,979.9090424,1.657317984,0.764102768,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,47.54621168,-0.577130695,2.050465067,-6.268356149,0.050776387,247.5,656.6223999,2.141587308,0.91592624,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Rise Ball,68.20199427,0.849773538,2.059170327,-1.699766233,4.44718619,322.5,1429.243194,1.923932521,0.555344673,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,70.14041012,0.594525185,3.125686232,-2.672101803,1.989609406,277.5,1454.69564,2.180857052,0.561123755,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Rise Ball,67.36848108,0.661628763,1.584554761,-3.272356745,7.91194319,330,1519.526374,1.066693743,0.825995058,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Cutter,68.09004207,1.403524526,3.339060441,-1.632850108,3.154805277,307.5,1374.745859,1.657493297,0.637964792,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Curve Ball,69.84510932,0.636287914,3.924956212,-3.650963681,0.956183556,262.5,1404.224658,2.429320317,0.601528766,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Abby Dunning,Changeup,49.4304437,-0.05495245,3.731117474,-6.913164923,-1.66897876,240,827.1095535,1.937701161,0.821874092,3.1889462846814216,2.8797468354430382,0.20588235294117646,0.16246498599439776
Aisha Weixlmann,Curve Ball,69.94095031,0.634272898,2.385168162,-4.384751865,0.21942901,255,1573.848366,1.909374978,1.32011895,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,69.0452986,0.527061496,1.397340441,-6.596559038,-0.660940551,255,1704.704107,1.254262253,1.463738645,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,67.81813963,0.209140593,3.530352411,-3.744699068,0.295444617,255,1573.866837,1.668387578,0.903154015,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,68.36299358,1.677738821,2.794232846,-3.531728531,1.611307831,277.5,1583.003103,1.809911287,0.811615523,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Changeup,55.55437068,-0.702872575,2.859063396,-4.778142313,-0.888808248,240,1081.283648,1.804756602,1.030945375,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,70.41837457,1.331350975,2.099007634,-3.861032428,0.903452588,262.5,1718.045183,1.989581037,1.071625399,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,69.60123619,0.865756312,2.820561994,-3.141010117,-1.194909142,232.5,1583.699309,1.83235817,1.074241416,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,70.02174392,1.076902079,2.127576767,-4.387631552,-0.397257436,247.5,1855.837872,2.40936969,1.302626214,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,69.56482474,0.944610108,1.667177225,-4.306418401,4.278685965,307.5,1546.188995,1.181823837,1.107746202,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,70.80856179,0.880429038,2.367496938,-4.31810147,0.385482198,255,1780.573541,2.01632813,1.324958369,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Cutter,69.25182519,-0.892684564,4.274295929,-2.505936626,-1.578413059,225,1404.698207,2.378395949,1.430727309,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,69.3928225,0.731535954,1.600495087,-4.236596986,0.123831841,255,1514.833747,1.879851726,1.302600291,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,67.2227839,0.615444846,2.146059316,-3.545490143,1.520943855,277.5,1371.326502,0.787082807,1.235397793,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,71.27019905,0.909500472,1.915358969,-4.696087886,3.433536148,292.5,1635.968177,1.8764047,0.952061239,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,69.11778198,0.797890114,2.950488454,-5.952505802,-1.730212528,247.5,1633.715412,0.755745037,1.504990069,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,73.56416351,0.590022416,2.369081849,-1.4272417,0.325751942,240,1589.682013,1.8346086639999999,1.215331437,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,68.72221614,0.194266321,3.888709571,-5.042391881,1.717373284,270,1817.091853,2.475847644,1.220830135,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,69.57455201,0.461349211,1.563175891,-3.552723749,2.905229373,292.5,1472.334222,1.647488567,1.2687583,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,69.63592051,-0.784092578,2.523615191,-4.750552864,-1.677272901,232.5,1877.155908,2.347398451,1.228833001,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,67.83866749,1.552511196,2.698435631,-3.57306385,0.522928667,262.5,1681.157693,1.436680056,0.964737542,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
Aisha Weixlmann,Curve Ball,67.68648143,-1.608848,1.993181068,-2.841761286,-0.273974573,232.5,1466.944448,1.052945705,1.054787796,4.178906595084735,4.744186046511628,0.18969072164948453,0.1360824742268041
